feature,class
"[-6.2335667e+01  9.2058907e+01 -1.9732220e+01  1.7626944e+01
 -3.1950960e+00  5.4077826e+00 -4.0143542e+00  8.8787880e+00
 -2.5088322e+00  3.1547821e+00 -5.3769922e-01 -1.5001123e+00
  1.2933995e+00  9.0075600e-01 -1.5845971e+00 -5.3543477e+00
 -1.3835871e+00  1.9475477e+00  5.4182369e-01 -3.3054359e+00
 -5.7188344e+00 -6.1542597e+00 -3.6930168e+00  1.0013876e+00
 -4.1379774e-01 -2.2305796e+00 -2.8211880e+00 -4.7484198e+00
  1.4232987e+00 -1.1309332e+00 -5.8340173e+00 -5.4347801e+00
 -3.5401192e-02 -5.5487120e-01  4.5820343e-01 -1.1220129e+00
 -1.5619113e+00 -2.0495207e+00 -5.8934178e+00 -3.4952312e+00]",disco
"[-62.772682    77.844574     3.5485418   26.009861     5.935958
  11.293566    11.112388    -1.9588369    1.8317076    9.176684
   4.068672     0.9862057    5.6128936    0.6827551   -0.136101
   2.2007003   -1.8593206   -6.824047    -3.1949446   -3.5395746
  -3.6125607    1.6702361    2.2122886   -0.16554473   0.44550434
  -0.22219233  -2.3166385    1.0842646   -0.7802933   -1.868747
  -2.323324    -0.15789573  -1.0123858   -2.261116    -1.5760372
  -2.095935    -1.8733977   -0.7001617   -1.5659369   -2.0021873 ]",disco
"[-7.1296181e+01  9.7730148e+01 -1.8382887e+01  8.5838804e+00
  5.1919880e+00 -9.4404280e-01  4.5824629e-01  1.6218203e+00
 -4.7838340e+00  6.1743174e-02 -5.5390292e-01 -4.4585652e+00
 -5.3193312e+00 -4.7845674e+00 -4.6027560e+00 -5.9800849e+00
 -2.8988090e+00 -3.4326520e+00 -2.5663898e+00 -3.0406659e+00
 -2.9639680e+00 -2.8195612e+00 -1.1104616e+00 -1.8927549e+00
 -2.7721012e+00 -1.8189414e+00 -1.7469040e+00  1.5079758e-01
 -3.8062727e+00 -7.3051767e+00 -5.2902331e+00 -3.4325293e-01
  1.0664550e+00  2.5249556e-02 -1.3115200e+00 -3.0254719e+00
 -3.5202279e+00 -4.3624873e+00 -3.7640352e+00 -1.7323536e+00]",disco
"[-8.1305023e+01  1.0647955e+02 -9.5406075e+00  1.7966782e+01
  3.0102844e+00  8.3009624e+00  3.8893440e+00  4.2507272e+00
 -3.7409379e+00 -2.0746686e+00 -2.2095342e+00 -4.5908613e+00
 -1.1636227e+00 -1.8775957e+00 -2.2499168e-01 -1.0443500e+00
 -3.2848201e+00 -1.8713301e+00 -7.1363628e-01 -5.5189586e-01
  1.2478980e+00  1.8690749e+00 -1.0423017e+00  2.4386065e+00
  9.9239558e-01 -1.5562637e+00  6.0856742e-01  2.2046266e-01
  4.9049570e-03  6.4606154e-01 -3.0293462e+00 -3.1640072e+00
 -2.1014931e+00 -9.8842853e-01  2.3000424e+00  1.3984821e+00
 -1.6136657e-01 -1.0976602e+00 -2.6637421e+00 -3.2235610e+00]",disco
"[-125.7326      101.78745     -17.478825     33.670853    -15.239169
   23.698206     -8.662551     18.543148    -14.054488     19.96738
  -15.139362     12.968243    -14.305062      3.032468     -7.0880303
    1.6227912    -3.8986876     5.3808327     0.96389514    2.6884289
   -4.6382103    -1.9656694    -4.738554      1.3304814    -0.5921416
   -3.4654639    -4.492411     -5.288546     -1.9855514    -4.026232
   -5.3326426    -5.158171     -3.65554      -1.4225007     0.18166746
   -2.6834505     2.4159944    -1.2874091    -2.1824446    -6.138797  ]",disco
"[-2.8085431e+02  1.2081254e+02 -3.7629761e+01  2.8712122e+01
 -1.0775235e+01 -6.4053197e+00 -1.3794428e+01 -4.0745502e+00
 -1.4849012e+01  4.7964478e+00 -2.0164255e+01 -5.0914760e+00
 -6.7900019e+00 -6.4127121e+00 -1.7540040e+00 -4.1189713e+00
  3.4081714e+00  4.2542977e+00  9.9619949e-01 -1.1637301e+00
 -1.2980804e+00 -5.5607328e+00  4.0644584e+00 -1.5260351e+00
 -2.1785512e+00  1.6237168e+00  1.6435744e-01 -2.3602276e+00
 -1.4322599e+00 -4.9230032e+00 -4.3945012e+00 -1.0487598e+00
  1.1517731e+00  9.0564954e-01 -2.1503329e+00 -2.0360901e+00
 -7.8019214e-01  1.7870739e+00 -4.4143626e-01 -2.3957052e+00]",disco
"[-105.02221      80.18619     -41.07682      54.00217      -8.363626
   25.715185    -12.457802     28.7062      -15.013625     15.607914
   -7.6197176    12.427019     -7.360461      5.768208     -9.624188
    3.9919102    -7.3489637     3.433725     -3.5105474    -2.9024901
   -0.34906787    1.7591646    -2.969654     -6.0860505    -2.2558103
   -4.8813972    -2.4150765    -3.4358475    -0.5114108    -0.4975944
   -2.8767111    -5.2516427    -1.648215     -4.190225     -2.0670059
   -1.1740962     0.10516525   -2.761696     -2.8184862    -1.6519378 ]",disco
"[-4.5159962e+01  9.8667877e+01 -2.4665955e+01  4.0495197e+01
 -1.8095556e+01  2.6117126e+01 -1.2685222e+01  1.3979276e+01
 -1.5417927e+01  1.6177090e+01 -1.4375685e+01  8.1366405e+00
 -1.1938592e+01  5.3788614e+00 -7.6789489e+00  3.6758816e+00
 -6.8051753e+00  1.4878699e+00 -5.7984204e+00 -2.5041528e+00
 -7.6068892e+00 -2.5009389e+00 -3.3804991e+00 -5.2889842e-01
 -4.6686381e-01  6.0570633e-01 -2.4373561e-01 -1.4827041e-01
  4.3681422e-01 -1.4464762e+00 -1.0061164e+00  8.0673558e-01
 -6.9944865e-01 -6.5424389e-01  1.8492546e+00 -1.1071373e+00
  2.5420198e-02 -5.1501851e+00 -3.0963345e+00  2.8801817e-01]",disco
"[-45.837555   101.74323    -32.09262     34.283173   -17.53784
  32.319088   -15.645128    22.037209   -16.113321    18.675735
 -13.077868    16.480183    -9.910721    11.569508    -7.749476
   6.1278367   -7.369994     3.575633    -6.621386     2.8448584
  -3.3135664    2.8840492   -3.8211644    0.5192051    1.4635221
  -2.287641    -5.510311     1.7844927    2.1370575   -0.3589215
  -6.119166    -5.128867     4.0995092    0.37142435   1.4122132
  -2.3013322   -5.008966    -2.0522087    2.3228528   -3.2358592 ]",disco
"[-7.7267006e+01  8.9393143e+01 -3.4234032e+01  3.8691704e+01
 -2.2262562e+01  3.1242887e+01 -1.6381735e+01  2.2335461e+01
 -1.6019211e+01  1.9276945e+01 -1.3239378e+01  1.6723400e+01
 -1.0390649e+01  1.1385492e+01 -8.5415306e+00  5.7292361e+00
 -8.3433886e+00  3.0564990e+00 -7.5822902e+00  2.2471566e+00
 -4.2720666e+00  2.1828508e+00 -4.7162690e+00 -7.8012414e-02
  3.8762674e-01 -2.7739046e+00 -5.9021707e+00  1.3365221e+00
  1.4943874e+00 -9.2050236e-01 -6.4866695e+00 -5.5032234e+00
  3.4028733e+00 -1.8165417e-02  9.6986383e-01 -2.6027832e+00
 -5.0585637e+00 -2.1872296e+00  1.8112776e+00 -3.3804617e+00]",disco
"[-7.0546455e+01  9.0502090e+01 -4.8061340e+01  3.6668949e+01
 -1.7682131e+01  2.1583450e+01 -3.0191700e+01  2.4033106e+01
 -2.0452553e+01  1.4475555e+01 -1.8496910e+01  9.1217022e+00
 -1.2047788e+01  6.2679448e+00 -1.1548880e+01  4.9076529e+00
 -7.8757615e+00 -6.4561254e-01 -4.3571429e+00  1.9584997e-01
 -7.5188985e+00  2.1016712e+00 -2.3358545e+00  1.4948602e+00
 -1.7564919e+00 -5.0515282e-01 -1.7389342e+00  6.5591985e-01
  2.2292645e+00  4.8645407e-01  1.2116269e+00 -3.9016387e+00
 -5.7088304e-01 -1.7643580e+00 -4.4900396e-01 -3.9769167e-01
 -3.8092425e-01 -2.0941367e+00  2.3625374e-02 -2.0154607e+00]",disco
"[-1.0856484e+02  6.9971283e+01  1.4885138e+01  4.5513443e+01
 -5.3743443e+00  4.1795094e+01 -1.3517867e+01  3.2566601e+01
 -2.0381012e+01  2.3436947e+01 -1.2128745e+01  1.8002754e+01
 -9.0270567e+00  7.0019336e+00 -4.7258625e+00  2.3437288e+00
  2.0123756e-01  2.3451500e+00 -7.8258014e-01 -5.9164071e-01
 -3.2132761e+00  5.1956354e-03 -2.5390086e+00 -1.6268957e+00
 -3.0566292e+00 -8.3633173e-01 -4.1810899e+00 -3.5322325e+00
 -2.8403959e+00 -4.5901875e+00 -1.1146659e+00 -3.7605016e+00
  7.9584980e-01 -3.2008762e+00  8.0122650e-01 -2.1716909e+00
 -3.0780190e-01 -2.9707897e+00 -1.7937195e+00 -2.3009326e+00]",disco
"[-2.2630965e+02  7.8283951e+01  7.8239198e+00  5.3823570e+01
 -1.1362898e+00  1.1305400e+01 -7.8222942e+00  2.4358282e+01
 -1.4937524e+01  1.8476454e+01 -1.9132421e+01  6.1340089e+00
 -1.0059035e+01  5.2873378e+00 -1.1680582e+01  3.3213422e+00
 -1.1270045e+01  1.3897386e+00 -1.0697609e+01 -4.3340983e+00
 -8.9461250e+00  2.1875246e+00 -2.2044937e-01 -1.1703945e+00
 -3.9806979e+00 -1.2419026e+00 -4.2768364e+00  2.1516798e+00
 -6.1539644e-01 -6.6981983e+00 -2.3645251e+00 -3.0468538e-01
  1.5176051e+00 -3.2000849e+00 -4.1889477e-01 -2.8851483e+00
 -3.8199918e+00 -1.5126579e+00 -3.6971474e-01 -3.4288461e+00]",disco
"[-1.03101112e+02  1.07495964e+02 -3.35389519e+01  5.27861557e+01
 -9.13040447e+00  3.03371162e+01 -9.32520676e+00  2.30372944e+01
 -1.18891611e+01  1.81691341e+01 -7.54633188e+00  9.40073872e+00
 -5.42516088e+00  6.64202690e+00 -5.61751175e+00  4.14173317e+00
 -5.47586393e+00  8.39845061e-01 -4.83518355e-02  3.75674534e+00
 -1.61701798e+00 -1.98942184e+00 -2.37533784e+00 -1.81671739e+00
 -4.99792874e-01 -1.51588392e+00  4.97181326e-01 -1.32170165e+00
  1.19327389e-01 -1.44999218e+00  6.99684620e-02 -1.80300736e+00
 -7.63251781e-01 -1.66881621e+00 -3.93664598e-01 -9.45802271e-01
 -4.01624173e-01 -1.24386227e+00  7.58392096e-01 -1.71626329e+00]",disco
"[-1.8281174e+02  1.2419493e+02 -1.0053613e+01  4.1577942e+01
 -7.3778429e+00  2.6939072e+01 -1.2354730e+01  1.9813566e+01
 -1.6044252e+01  1.6194204e+01 -1.0250695e+01  3.1294544e+00
 -8.9794321e+00  2.1517670e+00 -6.1053224e+00  3.9012282e+00
 -3.6973078e+00  4.9474716e+00 -1.2436289e+00  2.5218837e+00
  1.5178816e-01 -2.7751555e+00 -5.8603940e+00 -2.7521372e+00
 -3.0347991e-01 -4.0493398e+00  1.8968417e-01 -4.1397338e+00
  4.3471646e-01  1.1780297e+00 -3.7957542e+00 -5.4405723e+00
  5.0611667e-02  7.1834075e-01  1.0579700e+00 -1.1848592e+00
  2.0913754e+00  2.2313565e-01  4.4089606e-01 -1.5851947e+00]",disco
"[-143.2467      122.61794     -23.91729      28.138706    -23.6903
   23.092947    -17.904812     18.74588     -18.637712     18.351133
  -13.917981      9.725552    -12.233235      4.9434347    -8.383514
    5.477707     -7.868045      3.9424803    -5.717735     -0.6376987
   -2.3823526    -1.7194967    -0.62800586   -0.5320388    -2.0990024
   -3.9774828    -3.615617     -1.1516848    -1.944063     -4.69965
   -4.632675     -3.0792935     3.4093673     1.9410928     2.5721655
   -2.1853158    -3.0009494    -4.994143     -1.0273558    -2.1389208 ]",disco
"[-109.57256     104.138245    -16.223967     45.349792    -10.189363
   25.546947    -17.156563     22.264034    -16.84386      16.52762
  -12.082589      8.661934     -8.848724      5.2406073    -9.293187
    3.4503827    -7.8932343     1.5243026    -4.043598     -0.11666787
   -3.1527717     2.1949215    -3.7379973    -3.1673014    -1.3836366
   -5.059021     -3.3556917    -3.861861     -4.1128764    -2.1853895
    2.7455826    -0.40043503   -1.4213365    -4.694556     -2.083717
   -2.1368887    -1.6675124    -3.122272      1.2173778    -0.15814139]",disco
"[-109.0909      106.83238     -18.271952     23.419096    -17.746166
   19.014435    -13.604414     18.686167    -18.363712     18.390692
   -9.70916      11.85656      -5.5525517    12.879696     -3.8217716
    8.682671     -7.066877      5.4199233    -6.1939063     2.322725
   -3.7421453     3.2725554    -0.65021306    0.8725633     1.0140358
    1.448139     -0.8950101    -1.5445082     0.33516347    0.7889006
    1.0429623    -1.2705382    -1.8836662    -0.39605477    0.85700554
    0.8725557     1.8974684    -0.7716695    -0.522094     -2.5565639 ]",disco
"[-121.1838      116.97426     -22.78105      45.153744     -4.218045
   30.24878     -12.239501     21.706038    -16.536747     16.226423
  -10.650368      7.3293166    -9.341281      5.781569     -8.4193735
    2.747461     -8.090049      0.36670187   -3.2368221     3.5789423
   -4.1880655    -2.941639     -4.1829524    -3.2177205    -2.5844882
   -2.3691742    -1.9704558    -1.9181938    -2.0301766    -2.2647004
   -1.2859284    -2.8842788    -1.8794634    -2.8946593    -1.0484099
   -2.2780046    -0.6510576    -2.5220852     0.25085613   -2.2480903 ]",disco
"[-91.98377     87.6401      -2.0667956   34.27815    -18.124573
  19.34566    -14.665754    17.112078   -15.336202    17.028185
 -13.534051    11.835089    -9.81468      9.104671   -11.460562
  -1.042938   -11.638879     0.28133583  -1.2876443    0.10183987
  -5.951813    -4.223202    -2.0411313   -0.96403545  -1.126083
  -0.8645949   -1.1567751    0.2957338   -1.3349619   -3.3881583
  -3.2412872   -3.797557     0.24243334  -0.95683646  -1.3150498
  -0.6810063   -0.19155899   0.5570468    5.572687     0.7804028 ]",disco
"[-1.0798770e+02  8.1933189e+01 -3.0605755e+01  4.1328526e+01
 -8.4967041e+00  3.1341997e+01 -8.8597841e+00  2.6031679e+01
 -8.2666550e+00  1.7888088e+01 -4.6463261e+00  7.4250412e+00
 -4.3540492e+00  4.4874582e+00 -4.0984988e+00  3.0758781e+00
 -2.7600205e-01  4.9909658e+00  4.0850112e-01  3.8310826e+00
  3.8019421e+00  2.0687793e-01  7.4464947e-01 -1.4864844e+00
 -7.6296799e-02 -4.7726617e+00  3.1641486e-01 -3.7774317e+00
 -3.3609664e-01 -5.5579478e-01  4.7065172e-01 -2.8949840e+00
 -3.9955845e-01 -5.2886385e-01  5.0544810e-01 -3.1847677e+00
  1.2361070e+00  3.1500437e+00  3.0169554e+00 -1.7570354e+00]",disco
"[-51.742363    70.33154     -3.8982093   49.74502      1.5872371
  35.711365    -4.094437    24.790552    -9.71473     22.04633
  -6.1153893   17.181833    -2.779346    11.961787    -1.632734
   6.925027    -2.9138086    4.917393    -0.49417764   6.730306
   3.0765963   -1.1630569   -0.5048009   -0.18648529  -2.85067
   0.49943656   0.8136834   -0.456728    -0.60675293  -3.23687
  -1.4342551   -1.006619     0.52854717  -1.9100158    1.1932225
  -2.8525684   -1.6870795   -1.8452613    0.9092371    0.8751403 ]",disco
"[-1.89154007e+02  9.39443512e+01  7.84992218e+00  4.18941956e+01
 -7.11125994e+00  3.18769283e+01 -1.25919695e+01  2.42094326e+01
 -6.07088709e+00  2.45296345e+01 -6.03106880e+00  1.67551289e+01
 -2.02334452e+00  6.32798815e+00 -8.54724026e+00  3.81516600e+00
 -2.58307457e+00 -8.53546381e-01 -3.10385323e+00  1.02041187e+01
 -3.48199844e+00 -4.04446888e+00 -4.77925920e+00 -9.17371333e-01
 -1.98430216e+00 -7.08344078e+00 -1.16584027e+00  2.49809694e+00
  4.68357205e-01 -7.66459274e+00 -3.08587885e+00 -4.52173567e+00
 -4.15186644e+00 -3.90638828e+00 -2.15794587e+00 -3.61949706e+00
  1.36759177e-01 -6.20524824e-01 -1.67274511e+00 -1.85651946e+00]",disco
"[-1.06294304e+02  1.05610947e+02 -5.50428772e+00  5.00514870e+01
  1.25018883e+00  3.69818420e+01 -9.61505032e+00  2.39924088e+01
 -8.66479874e+00  1.49596777e+01 -2.53574562e+00  9.75111198e+00
 -9.25195813e-01  3.86013412e+00 -1.54786909e+00  3.56071115e+00
  1.53661633e+00  2.09406829e+00 -4.00287914e+00 -2.62268949e+00
 -3.09857965e+00 -6.12445784e+00 -3.40351510e+00 -3.38609290e+00
 -4.47085351e-01  1.83857512e+00 -2.52251768e+00 -1.18222034e+00
  2.16290250e-01 -1.44788742e+00  1.96283698e+00 -5.49985409e+00
 -1.73591197e+00 -2.48182607e+00  8.33865404e-01 -6.06617481e-02
  2.34133884e-01 -2.33912301e+00 -3.19933414e-01 -2.28369260e+00]",disco
"[-5.7611416e+01  9.6703575e+01 -2.4457254e+01  3.9997360e+01
 -1.7280684e+01  2.7833838e+01 -1.3284011e+01  2.3197868e+01
 -1.6520660e+01  1.9428204e+01 -1.5479724e+01  1.1827778e+01
 -1.0570341e+01  8.3737974e+00 -9.3716488e+00  6.5388942e+00
 -3.6863399e+00  3.4303826e-01 -4.3984547e+00  1.5675144e+00
 -4.7470107e+00  2.2175233e+00 -7.9540187e-01  5.7227439e-01
 -1.0390959e+00  8.2535475e-02 -2.5934966e+00 -1.3896190e+00
 -2.4153419e+00 -2.9417267e+00  6.5177572e-01 -9.9333739e-01
 -2.9174943e+00 -2.7490468e+00  2.2861834e-01 -3.7202005e+00
 -1.4337070e+00 -2.9063594e-01  2.5536633e+00 -1.7290543e+00]",disco
"[-1.03808197e+02  9.24626236e+01 -2.72135048e+01  3.92212105e+01
 -2.30417118e+01  2.06254826e+01 -1.77691803e+01  1.89514809e+01
 -1.52077141e+01  1.63887520e+01 -1.46569090e+01  1.22416458e+01
 -1.49796228e+01  8.23057747e+00 -1.18958292e+01  1.01829541e+00
 -8.90771198e+00  5.18795395e+00 -6.43797588e+00  1.69977820e+00
 -6.15095425e+00  4.75667334e+00  9.90365803e-01  1.29124105e+00
 -1.34866524e+00 -2.40701482e-01  3.62221450e-02 -2.72809792e+00
 -4.21782303e+00 -2.14467216e+00  4.01996040e+00  4.80344343e+00
  3.50321263e-01 -4.10857439e+00 -2.01782632e+00 -3.67226386e+00
 -2.57556009e+00 -7.35183239e-01 -1.07242405e-01 -1.70225263e+00]",disco
"[-93.35664     77.85465     -8.789851    42.06367    -11.246892
  24.241188   -17.913877    22.249002   -16.031782    16.69252
 -15.664026    15.410893   -18.117002    10.214562   -14.607399
   1.8481574  -11.088874     1.1498108  -10.555622     5.1890965
  -5.1927514   -0.29507974  -4.7010713    0.5647175   -3.478755
  -0.12863018  -2.3270822   -1.9979123   -2.7143083   -1.545934
  -0.5993799   -2.981511    -3.7728488   -3.388145    -1.691167
  -1.0080496    1.390563    -0.23655036  -2.8586867   -5.183717  ]",disco
"[-118.40577    114.235756    -6.7641068   37.393322   -17.423431
   28.37048    -23.71712      9.2814455  -10.434624    12.624007
   -5.141177    12.2523575   -3.8654873    4.3751416   -9.243878
    3.477731    -7.9468856    3.6669514   -6.157387     2.7000918
   -3.4422197    6.5238104   -2.5141394   -1.2811319   -4.99427
   -0.4549781   -4.1689887    1.0769553   -1.0405746    1.428439
   -5.2765393   -2.9487138   -2.663459    -1.3446406    0.5975839
   -3.6169956   -1.0497828   -3.831622     2.2221894    1.1055589]",disco
"[-8.1762077e+01  9.7613686e+01 -2.7614208e+01  3.6656281e+01
 -1.7259203e+01  3.0749075e+01 -1.5952651e+01  2.0968424e+01
 -1.6221739e+01  1.7413185e+01 -1.3369761e+01  1.5092774e+01
 -1.0377819e+01  1.0259845e+01 -8.3924932e+00  4.7969432e+00
 -7.9465570e+00  2.2936850e+00 -7.1191573e+00  1.7661753e+00
 -3.8145521e+00  1.6644561e+00 -4.2450886e+00 -2.8898180e-01
  9.0194517e-01 -2.9908960e+00 -5.3584347e+00  1.1832858e+00
  1.8617178e+00 -8.0649531e-01 -5.8615122e+00 -5.2314715e+00
  3.8549528e+00  8.1063583e-02  1.4527727e+00 -2.5452588e+00
 -4.6611762e+00 -2.0461311e+00  2.1200583e+00 -3.2073236e+00]",disco
"[-1.05534485e+02  7.92503967e+01 -1.52007561e+01  4.08068161e+01
 -1.22491341e+01  2.35349655e+01 -1.99396019e+01  2.73058109e+01
 -1.64924774e+01  2.15201988e+01 -1.16716299e+01  1.39857454e+01
 -1.07646704e+01  9.37023449e+00 -1.22174978e+01  2.06684780e+00
 -1.22245626e+01  2.86857915e+00 -4.68336630e+00  8.16403675e+00
  2.51717806e+00  6.30440474e+00 -7.96920881e-02 -4.28724909e+00
 -6.61913776e+00 -3.30344272e+00 -2.26271081e+00 -1.35649860e+00
 -1.91957915e+00  3.18034768e-01  5.87127626e-01  1.80770409e+00
 -9.74690378e-01 -3.79460382e+00 -4.15709877e+00 -4.90693903e+00
 -3.35204673e+00 -2.75028062e+00  2.60700870e+00  4.76347625e-01]",disco
"[-128.43967     67.26243    -36.92178     40.891      -21.749369
   23.13522    -13.251678    13.081553   -14.004083    17.78703
  -15.169231    16.377792   -10.453286    12.823618    -9.222441
    4.382736    -5.4286203    7.2420063   -2.667165     6.5734115
   -1.0670676    3.952299     4.880697     1.0934263    2.27605
    1.3874179   -4.477017    -4.4373865   -3.4068015    0.6007526
    3.7478468   -3.3061519   -3.9397352   -2.444124     0.693184
   -1.3618077   -2.1337113   -2.3483522   -1.6859356   -2.1893032]",disco
"[-95.26958     82.22649    -26.235989    37.510376   -16.362791
  25.28815    -21.807663    21.805656   -20.065622    16.303896
 -16.122408    14.430956   -11.909069     7.1686087  -11.673018
   5.077742   -10.228135     4.7955275   -6.0113344   -0.23642328
  -4.3404713   -3.4579148   -2.2115407   -5.4578624   -1.91426
  -5.508176    -4.056281    -2.731419    -3.995507     2.2151225
  -4.1973395   -2.1428664   -5.8383384   -0.3848303    0.7012241
  -0.6903773    2.0505803   -3.1168542   -5.1177425   -4.5155883 ]",disco
"[-40.81154     86.80334    -26.940329    34.944283   -20.04464
  21.66503    -23.949266    19.2741     -17.52948     18.05118
 -16.0186      12.443823   -13.879082     6.0113554  -14.213064
  -0.817176   -14.489221    -1.2266158   -7.6988034    4.315713
   0.70584154   4.697709    -0.7014886   -4.50428     -8.825878
  -5.275059    -3.7947173   -2.9133995   -3.3516574   -1.4699054
  -0.73958546   0.7517622   -0.50011176  -3.8452432   -3.7994664
  -5.389724    -3.8161752   -5.127201     0.6708527   -0.4740756 ]",disco
"[-91.738495    86.314156   -17.3545      43.086975   -18.393627
  34.048004   -18.388494    26.830929   -13.561455    20.203468
 -14.606949    12.665813   -12.592617     6.198493   -10.431799
   7.356471    -8.052272     7.110289    -2.4439127   -0.110925
  -6.940392    -1.8690287   -8.387369    -0.6609296   -2.1022644
  -1.5657669   -2.9866188   -2.7619255   -3.109272    -3.1301637
  -2.8709865   -5.8659964   -1.4027632   -2.8441398   -2.2660303
  -0.71405214  -0.26984388  -2.3984923   -1.4007739   -1.594506  ]",disco
"[-9.5916328e+01  1.0334938e+02 -3.6492470e+01  2.7097200e+01
 -2.2864882e+01  9.9755096e+00 -2.4651752e+01  1.5649426e+01
 -2.0147499e+01  1.8732792e+01 -1.8555283e+01  9.8529110e+00
 -1.5085712e+01  3.9007690e+00 -1.1175499e+01  5.1450676e-01
 -5.4720416e+00  3.1152310e+00 -7.8954029e+00  2.9675362e+00
  2.1584096e+00  5.5412483e+00  2.0598552e+00 -9.6276277e-01
 -5.4858651e+00 -2.7162991e+00 -3.7852347e+00 -2.5699434e+00
  3.5792187e-02 -5.1808124e+00 -5.3594079e+00 -9.2639613e-01
  2.2912087e+00 -1.7102325e+00  6.2060595e-01 -1.0124380e-01
 -2.1353351e-01 -2.0357594e+00  7.2231776e-01  4.4898415e-01]",disco
